Match number,blueBans,redBans
5771,"['Kennen', 'Ivern', 'Renekton', 'Taliyah', 'Kassadin']","['Zac', 'Shen', 'Elise', 'Cassiopeia', 'Syndra']"
5772,"['Shen', 'Syndra', 'Renekton', 'Ahri', 'Cassiopeia']","['Kennen', 'Zac', 'Fiora', 'JarvanIV', 'Taliyah']"
5773,"['Shen', 'Cassiopeia', 'Galio', 'Syndra', 'Leblanc']","['Elise', 'Kennen', 'Zac', 'Fiora', 'Kled']"
5774,"['Vladimir', 'Zac', 'Kled', 'Thresh', 'Blitzcrank']","['Shen', 'LeeSin', 'Khazix', 'Cassiopeia', 'Leblanc']"
5775,"['Shen', 'Elise', 'Kennen', 'Rumble', 'Caitlyn']","['Zac', 'TahmKench', 'Fiora', 'Ashe', 'Varus']"
5776,"['Syndra', 'LeeSin', 'TahmKench', 'Jayce', 'Ashe']","['Shen', 'Zac', 'Fiora', 'Kassadin', 'Cassiopeia']"
5777,"['Thresh', 'Fiora', 'Gragas', 'Kled', 'Renekton']","['Zac', 'Elise', 'Kennen', 'Rakan', 'Orianna']"
5778,"['Elise', 'Caitlyn', 'Kennen', 'Renekton', 'JarvanIV']","['Zac', 'Fiora', 'RekSai', 'Rumble', 'Shen']"
5779,"['Caitlyn', 'Fiora', 'Kled', 'Varus', 'Xayah']","['Shen', 'LeeSin', 'Zac', 'Kassadin', 'Zyra']"
5780,"['Shen', 'Caitlyn', 'Kassadin', 'Varus']","['Fiora', 'Kled', 'Zac', 'Ashe', 'Camille']"
5781,"['Blitzcrank', 'Vladimir', 'Caitlyn', 'Fizz', 'RekSai']","['Zac', 'Leblanc', 'Elise', 'Ashe', 'Jhin']"
5782,"['Leblanc', 'Cassiopeia', 'Braum', 'Varus', 'Syndra']","['Zac', 'Kennen', 'Blitzcrank', 'LeeSin', 'RekSai']"
5783,"['Caitlyn', 'Fiora', 'Kennen', 'Orianna', 'Zyra']","['Thresh', 'Ashe', 'Zac', 'Renekton', 'Shen']"
5784,"['Thresh', 'Rakan', 'Elise', 'Zed', 'Rumble']","['Fiora', 'Zac', 'Kennen', 'TahmKench', 'Orianna']"
5785,"['Fiora', 'Varus', 'Gnar', 'Jax', 'Camille']","['Zac', 'Caitlyn', 'Elise', 'Leblanc', 'Ahri']"
5786,"['Galio', 'LeeSin', 'RekSai', 'Gnar', 'Camille']","['Zac', 'Fiora', 'Caitlyn', 'Jax', 'Syndra']"
5787,"['Rumble', 'Tristana', 'Elise', 'Syndra', 'Cassiopeia']","['Zac', 'Fiora', 'Caitlyn', 'Orianna', 'Taliyah']"
5788,"['LeeSin', 'RekSai', 'Caitlyn', 'Renekton', 'Gnar']","['Fiora', 'Zac', 'Tristana', 'Ashe', 'Cassiopeia']"
5789,"['Thresh', 'Orianna', 'Syndra', 'Rakan', 'Leblanc']","['Zac', 'Caitlyn', 'Elise', 'Ashe', 'Varus']"
5790,"['Khazix', 'Kalista', 'Caitlyn', 'Kassadin', 'Ashe']","['Zac', 'Orianna', 'Syndra', 'Renekton', 'Fiora']"
5791,"['Galio', 'Rakan', 'Syndra', 'Kassadin', 'Ashe']","['Elise', 'Zac', 'Caitlyn', 'Leblanc', 'Taliyah']"
5792,"['Elise', 'Camille', 'Caitlyn', 'Leblanc', 'Taliyah']","['Galio', 'Zac', 'Jayce', 'Kassadin', 'Ekko']"
5793,"['Fiora', 'Thresh', 'Gnar', 'Kassadin', 'Vladimir']","['Zac', 'Caitlyn', 'Leblanc', 'Cassiopeia', 'Taliyah']"
5794,"['Leblanc', 'Cassiopeia', 'Elise', 'Taliyah', 'Syndra']","['Zac', 'Fiora', 'TahmKench', 'Blitzcrank', 'Vladimir']"
5795,"['Syndra', 'Galio', 'Fiora', 'LeeSin', 'Gragas']","['Zac', 'Caitlyn', 'Elise', 'Gnar', 'Jayce']"
5796,"['Caitlyn', 'Thresh', 'Elise', 'Jayce', 'Camille']","['Zac', 'Syndra', 'Kalista', 'Alistar', 'Tristana']"
5797,"['Elise', 'Fiora', 'RekSai', 'TahmKench', 'Blitzcrank']","['Jayce', 'Cassiopeia', 'Ashe', 'Gnar', 'Lucian']"
5798,"['Karma', 'Cassiopeia', 'Jayce', 'Leblanc', 'Vladimir']","['Zac', 'Caitlyn', 'Elise', 'Kassadin', 'Orianna']"
5799,"['Fiora', 'Syndra', 'Camille', 'Jax', 'Gnar']","['Caitlyn', 'Elise', 'Zac', 'Taliyah', 'Corki']"
5800,"['Syndra', 'Caitlyn', 'Taliyah', 'Jayce', 'Fiora']","['Zac', 'Shen', 'Elise', 'Thresh', 'Braum']"
5801,"['Elise', 'Leblanc', 'Caitlyn', 'Renekton', 'Rakan']","['Zac', 'Gnar', 'Fiora', 'Cassiopeia', 'Taliyah']"
5802,"['Caitlyn', 'Gnar', 'Tristana', 'Jhin', 'Fiora']","['Zac', 'Thresh', 'Leblanc', 'Cassiopeia', 'Orianna']"
5803,"['Thresh', 'Vladimir', 'Caitlyn', 'Kassadin', 'Varus']","['Fiora', 'Sejuani', 'Zac', 'Camille', 'Leblanc']"
5804,"['Fiora', 'Sejuani', 'Leblanc', 'Jhin', 'Camille']","['Zac', 'Caitlyn', 'Kalista', 'Braum', 'Rakan']"
5805,"['Leblanc', 'Gragas', 'Braum', 'Alistar', 'Taliyah']","['Zac', 'Caitlyn', 'Elise', 'Jhin', 'Tristana']"
5806,"['Gragas', 'Syndra', 'Kalista', 'Gnar', 'Ahri']","['Zac', 'Leblanc', 'Braum', 'Renekton', 'Taliyah']"
5807,"['LeeSin', 'Kalista', 'Corki', 'Shen', 'Camille']","['Fiora', 'Zac', 'Caitlyn', 'Cassiopeia', 'Lucian']"
5808,"['Fiora', 'Thresh', 'Zac', 'Jayce', 'Tristana']","['Caitlyn', 'Elise', 'Kassadin', 'Cassiopeia', 'Orianna']"
5809,"['Syndra', 'Thresh', 'Kalista', 'Tristana', 'Cassiopeia']","['Caitlyn', 'Elise', 'Zac', 'Shen', 'Orianna']"
5810,"['KogMaw', 'Caitlyn', 'Maokai', 'Shen', 'Rumble']","['Syndra', 'Zac', 'Chogath', 'Kled', 'Camille']"
5811,"['Galio', 'Gnar', 'Jayce', 'Cassiopeia', 'Gragas']","['Zac', 'Elise', 'Caitlyn', 'Syndra', 'Leblanc']"
5812,"['Elise', 'Leblanc', 'Thresh', 'Orianna', 'Sejuani']","['Zac', 'Caitlyn', 'Syndra', 'Jhin', 'Kalista']"
5813,"['Jhin', 'Elise', 'KogMaw', 'Cassiopeia', 'Varus']","['Zac', 'Caitlyn', 'Thresh', 'Vladimir', 'Alistar']"
5814,"['Thresh', 'Vladimir', 'Chogath', 'Leblanc', 'Kassadin']","['Zac', 'Elise', 'Jhin', 'Camille', 'Taliyah']"
5815,"['Caitlyn', 'Jayce', 'Sejuani', 'Camille', 'Zyra']","['Gnar', 'Thresh', 'Chogath', 'Syndra', 'Orianna']"
5816,"['Gnar', 'Thresh', 'Caitlyn', 'Alistar', 'TahmKench']","['Zac', 'Chogath', 'Jayce', 'Cassiopeia', 'Syndra']"
5817,"['Taliyah', 'Thresh', 'Jayce', 'Gnar', 'Trundle']","['Zac', 'Maokai', 'Kassadin', 'Zed', 'Rumble']"
5818,"['Thresh', 'Caitlyn', 'Jayce', 'Cassiopeia', 'Corki']","['Chogath', 'Zac', 'Nidalee', 'Taliyah', 'Orianna']"
5819,"['Elise', 'Kalista', 'Chogath', 'KogMaw', 'Jhin']","['Zac', 'Caitlyn', 'Maokai', 'Kassadin', 'Lucian']"
5820,"['Cassiopeia', 'Chogath', 'Thresh', 'Tristana', 'Lucian']","['Zac', 'Elise', 'Caitlyn', 'Syndra', 'Taliyah']"
5821,"['Elise', 'Lucian', 'Kassadin', 'Kalista', 'Jhin']","['Zac', 'Caitlyn', 'Maokai', 'Tristana', 'Twitch']"
5822,"['Vladimir', 'Kalista', 'Thresh', 'Kassadin', 'Cassiopeia']","['Zac', 'Maokai', 'Caitlyn', 'Morgana', 'Braum']"
5823,"['Thresh', 'Maokai', 'Shen', 'Renekton', 'Rumble']","['Zac', 'Syndra', 'Chogath', 'Cassiopeia', 'Leblanc']"
5824,"['Syndra', 'Chogath', 'Thresh', 'Alistar', 'Cassiopeia']","['Zac', 'Maokai', 'Caitlyn', 'Shen', 'Renekton']"
5825,"['Elise', 'Kalista', 'Shen', 'Cassiopeia', 'Orianna']","['Zac', 'Caitlyn', 'Maokai', 'Tristana', 'Sejuani']"
5826,"['Thresh', 'Elise', 'Kalista', 'Gnar', 'Trundle']","['Zac', 'Maokai', 'Caitlyn', 'Syndra', 'Lucian']"
5827,"['Thresh', 'Chogath', 'Sejuani', 'Cassiopeia', 'Camille']","['Caitlyn', 'Zac', 'Katarina', 'Syndra', 'Leblanc']"
5828,"['Katarina', 'Shen', 'Chogath', 'Leblanc', 'Syndra']","['Zac', 'Caitlyn', 'Thresh', 'Kalista', 'Tristana']"
5829,"['Syndra', 'Camille', 'Kalista', 'Shen', 'Xayah']","['Zac', 'Maokai', 'Caitlyn', 'Kassadin', 'Corki']"
5830,"['Thresh', 'Shen', 'Maokai', 'JarvanIV', 'Gragas']","['Zac', 'Syndra', 'Elise', 'Blitzcrank', 'Braum']"
5831,"['Maokai', 'Vladimir', 'Elise', 'Orianna', 'Kassadin']","['Zac', 'Caitlyn', 'Lucian', 'Cassiopeia', 'Rumble']"
5832,"['Lucian', 'Cassiopeia', 'Jhin', 'Rumble', 'Taliyah']","['Zac', 'Elise', 'Thresh', 'Orianna', 'Vladimir']"
5833,"['Thresh', 'Shen', 'Chogath', 'Lucian', 'Braum']","['Zac', 'Caitlyn', 'Maokai', 'Camille', 'Tristana']"
5834,"['Camille', 'Maokai', 'Leblanc', 'Braum', 'Alistar']","['Zac', 'Caitlyn', 'Kalista', 'Lucian', 'Cassiopeia']"
5835,"['Thresh', 'Kayn', 'Chogath', 'Leblanc', 'Cassiopeia']","['Caitlyn', 'Zac', 'Kalista', 'Shen', 'Gnar']"
5836,"['Thresh', 'Maokai', 'Zac', 'Leblanc', 'Corki']","['Caitlyn', 'Elise', 'Kalista', 'Galio', 'Cassiopeia']"
5837,"['Leblanc', 'Braum', 'Caitlyn', 'Tristana', 'Rumble']","['Zac', 'Maokai', 'Thresh', 'Orianna', 'Lucian']"
5838,"['Thresh', 'Caitlyn', 'Shen', 'Orianna', 'Leblanc']","['Zac', 'Maokai', 'Kalista', 'Rumble', 'Gnar']"
5839,"['Elise', 'Chogath', 'Lucian', 'Morgana', 'Braum']","['Zac', 'Caitlyn', 'Maokai', 'Orianna', 'Vladimir']"
5840,"['Elise', 'Vladimir', 'Kalista', 'Chogath', 'Gragas']","['Zac', 'Maokai', 'Caitlyn', 'Gnar', 'Tristana']"
5841,"['Syndra', 'Cassiopeia', 'Caitlyn', 'Sivir', 'Camille']","['Maokai', 'Zac', 'Kalista', 'Lucian', 'Kassadin']"
5842,"['Shen', 'Elise', 'Leblanc', 'Camille', 'Gnar']","['Zac', 'Maokai', 'Caitlyn', 'Thresh', 'Rumble']"
5843,"['Shen', 'Elise', 'Leblanc', 'Camille', 'Gnar']","['Zac', 'Maokai', 'Caitlyn', 'Rumble', 'Thresh']"
5844,"['Shen', 'Elise', 'Leblanc', 'Camille', 'Gnar']","['Tristana', 'Zac', 'Maokai', 'Lulu', 'Rumble']"
5845,"['Shen', 'Leblanc', 'Caitlyn', 'Camille', 'Xayah']","['Tristana', 'Maokai', 'Zac', 'Orianna', 'Lucian']"
5846,"['Elise', 'Vladimir', 'Maokai', 'Alistar', 'Gnar']","['Lucian', 'Caitlyn', 'Zac', 'Camille', 'Morgana']"
5847,"['Lucian', 'Taliyah', 'Syndra', 'Morgana', 'Braum']","['Zac', 'Caitlyn', 'Maokai', 'Vladimir', 'Orianna']"
5848,"['Elise', 'Vladimir', 'Kalista', 'Gnar', 'Renekton']","['Lucian', 'Caitlyn', 'Zac', 'Taliyah', 'Syndra']"
5849,"['Lucian', 'Taliyah', 'Xayah', 'Varus', 'Jhin']","['Zac', 'Caitlyn', 'Kalista', 'Braum', 'Blitzcrank']"
5850,"['Elise', 'Kalista', 'Lucian', 'Kassadin', 'Galio']","['Syndra', 'Rakan', 'Maokai', 'Gnar', 'Taliyah']"
5851,"['Elise', 'Kalista', 'Thresh', 'Alistar', 'Gnar']","['Syndra', 'Rakan', 'Shen', 'Rumble', 'Camille']"
5852,"['Syndra', 'Rakan', 'Lucian', 'Braum', 'Shen']","['Kalista', 'JarvanIV', 'Elise', 'Gragas', 'RekSai']"
5853,"['Rengar', 'Graves', 'RekSai']","['Syndra', 'Lulu', 'Ryze']"
5854,"['Syndra', 'Ryze', 'Lissandra']","['Rengar', 'Graves', 'Gangplank']"
5855,"['Graves', 'Gangplank', 'Lulu']","['MissFortune', 'Ryze']"
5856,"['Lulu', 'Shen', 'TahmKench']","['Gangplank', 'Ryze', 'Kalista']"
5857,"['Gangplank', 'Sion', 'Ryze']","['Lulu', 'Fiora', 'TahmKench']"
5858,"['JarvanIV', 'Elise', 'Trundle']","['Gangplank', 'TahmKench', 'Lissandra']"
5859,"['Fiora', 'TahmKench', 'MissFortune']","['Elise', 'Gangplank', 'Trundle']"
5860,"['Gangplank', 'Lulu', 'Ryze']","['Lissandra', 'TahmKench', 'Kalista']"
5861,"['Lissandra', 'Lulu', 'Fiora']","['Gangplank', 'Ryze', 'TahmKench']"
5862,"['Trundle', 'Poppy', 'LeeSin']","['Lulu', 'TahmKench', 'Gangplank']"
5863,"['Lulu', 'TahmKench', 'Poppy']","['Gangplank', 'Ryze', 'Viktor']"
5864,"['Poppy', 'TahmKench', 'Corki']","['JarvanIV', 'Ryze', 'Gangplank']"
5865,"['JarvanIV', 'Ryze', 'Gangplank']","['Poppy', 'TahmKench', 'Corki']"
5866,"['Lissandra', 'Lulu', 'RekSai']","['Ryze', 'Gangplank', 'Alistar']"
5867,"['Poppy', 'Fiora', 'Alistar']","['TahmKench', 'Trundle', 'Lissandra']"
5868,"['Lissandra', 'Gangplank', 'TahmKench']","['Ryze', 'Alistar', 'Fiora']"
5869,"['Gangplank', 'Alistar', 'Graves']","['TahmKench', 'Poppy', 'Rengar']"
5870,"['TahmKench', 'Rengar', 'Thresh']","['Gangplank', 'Alistar', 'Poppy']"
5871,"['Gangplank', 'Alistar', 'Kalista']","['TahmKench', 'Poppy', 'Rengar']"
5872,"['TahmKench', 'Kalista']","['Gangplank', 'Lulu', 'Graves']"
5873,"['Gangplank', 'Graves', 'Ryze']","['TahmKench', 'Poppy', 'Lulu']"
5874,"['Alistar', 'Fiora', 'Elise']","['Ryze', 'Gangplank', 'Lulu']"
5875,"['Gangplank', 'Lulu', 'Trundle']","['Kalista', 'Ryze', 'Alistar']"
5876,"['Kalista', 'Alistar', 'Nidalee']","['Gangplank', 'TahmKench', 'Corki']"
5877,"['Lissandra', 'Poppy', 'Gangplank']","['Ryze', 'Nidalee', 'Lux']"
5878,"['Ryze', 'Nidalee', 'Lux']","['Zilean', 'Corki', 'Quinn']"
5879,"['Shen', 'Graves', 'TahmKench']","['Lulu', 'Trundle', 'Gangplank']"
5880,"['Lulu', 'Trundle', 'TahmKench']","['Shen', 'Poppy', 'Nidalee']"
5881,"['Trundle', 'TahmKench', 'Nidalee']","['Ryze', 'Gangplank', 'Elise']"
5882,"['Graves', 'Elise', 'Ryze']","['TahmKench', 'Alistar', 'Zilean']"
5883,"['Viktor', 'Lulu', 'Poppy']","['Lissandra', 'Alistar', 'Gangplank']"
5884,"['Nidalee', 'Lissandra', 'Graves']","['Lulu', 'Poppy', 'Alistar']"
5885,"['Fiora', 'Nidalee', 'Gangplank']","['Lulu', 'Poppy', 'Corki']"
5886,"['Kalista', 'Lissandra', 'Poppy']","['Fiora', 'Gangplank', 'Nidalee']"
5887,"['Nidalee', 'Corki', 'Gangplank']","['Zilean', 'Kalista', 'Poppy']"
5888,"['TahmKench', 'Nidalee', 'Gangplank']","['Quinn', 'Zilean', 'KogMaw']"
5889,"['Quinn', 'Zilean', 'Alistar']","['TahmKench', 'Nidalee', 'Gangplank']"
5890,"['Nidalee', 'TahmKench']","['Quinn', 'Zilean']"
5891,"['Zilean', 'Graves', 'Fiora']","['KogMaw', 'Nidalee', 'Lissandra']"
5892,"['Nidalee', 'Lissandra', 'Quinn']","['Zilean', 'Graves', 'KogMaw']"
5893,"['Zilean', 'Gangplank', 'Kalista']","['Corki', 'KogMaw', 'Lulu']"
5894,"['Kalista', 'Lulu', 'Corki']","['Zilean', 'Nidalee', 'Gangplank']"
5895,"['Zilean', 'Nidalee', 'Morgana']","['KogMaw', 'Elise', 'Kalista']"
5896,"['TwistedFate', 'Corki', 'Quinn']","['Lulu', 'Nidalee', 'Kalista']"
5897,"['Lulu', 'Braum', 'Kalista']","['Corki', 'TwistedFate', 'Leblanc']"
5898,"['Lulu', 'TahmKench', 'KogMaw']","['Gangplank', 'Nidalee', 'Fiora']"
5899,"['Gangplank', 'Alistar', 'Zed']","['Lulu', 'TahmKench', 'Nidalee']"
5900,"['Rumble', 'Nidalee', 'Lulu']","['KogMaw', 'Zilean']"
5901,"['Alistar', 'Lissandra', 'Zilean']","['Nidalee', 'KogMaw', 'Rumble']"
5902,"['Quinn', 'Kalista', 'Lulu']","['TahmKench', 'Nidalee', 'Gragas']"
5903,"['TahmKench', 'Lissandra', 'Nidalee']","['Quinn', 'Kalista', 'Lulu']"
5904,"['Quinn', 'Kalista', 'Lulu']","['TahmKench', 'Nidalee', 'Gragas']"
5905,"['Lulu', 'Quinn', 'Gragas']","['Corki', 'Nidalee']"
5906,"['Corki', 'Leblanc', 'Lissandra']","['Lulu', 'Quinn', 'Nidalee']"
5907,"['Ekko', 'Quinn', 'Lulu']","['Leblanc', 'Corki', 'Nidalee']"
5908,"['Lulu', 'Kalista']","['Nidalee', 'Kindred', 'Rumble']"
5909,"['Nidalee', 'Rumble', 'Kindred']","['Lulu', 'Kalista', 'Quinn']"
5910,"['Lulu', 'Gangplank', 'Braum']","['Leblanc', 'Kalista', 'Nidalee']"
5911,"['Leblanc', 'Kalista', 'Gangplank']","['Lulu', 'Nidalee', 'Velkoz']"
5912,"['Gangplank', 'Gragas', 'Kalista']","['Zilean', 'Corki', 'Lissandra']"
5913,"['Azir', 'Zilean', 'Corki']","['Gangplank', 'Gragas', 'Nidalee']"
5914,"['Ekko', 'Lulu', 'Kalista']","['Kindred', 'Fiora', 'Nidalee']"
5915,"['Kindred', 'Fiora', 'Gragas']","['Ekko', 'Nidalee', 'MasterYi']"
5916,"['Zed', 'Nidalee', 'Kindred']","['Evelynn', 'Kalista', 'Alistar']"
5917,"['Evelynn', 'Alistar', 'Azir']","['Zed', 'Nidalee', 'Kalista']"
5918,"['Kalista', 'Lulu', 'Azir']","['Soraka', 'Nidalee', 'Kindred']"
5919,"['Soraka', 'TahmKench', 'Corki']","['Azir', 'Kalista', 'Nidalee']"
5920,"['Lissandra', 'Poppy', 'Kalista']","['Nidalee', 'Leblanc', 'Azir']"
5921,"['Leblanc', 'Corki', 'Trundle']","['Gragas', 'Nidalee', 'Poppy']"
5922,"['Leblanc', 'Varus', 'TwistedFate']","['Ryze', 'Azir', 'Karma']"
5923,"['Ryze', 'Karma', 'Azir']","['Leblanc', 'TwistedFate', 'Varus']"
5924,"['Leblanc', 'Varus', 'TwistedFate']","['Ryze', 'Azir', 'Nidalee']"
5925,"['Soraka', 'Fiora', 'Fizz']","['Ryze', 'Kindred', 'Swain']"
5926,"['Ryze', 'Kindred', 'Azir']","['Soraka', 'Trundle', 'Graves']"
5927,"['Lucian', 'Kindred', 'Trundle']","['Nidalee', 'Ryze']"
5928,"['Azir', 'Bard', 'Nidalee']","['Ryze', 'Trundle', 'Draven']"
5929,"['Lucian', 'Kindred', 'Trundle']","['Bard', 'Azir', 'Nidalee']"
5930,"['Nidalee', 'Leblanc', 'Ekko']","['Kindred', 'Ryze', 'Alistar']"
5931,"['Trundle', 'Caitlyn', 'Ekko']","['Leblanc', 'Lucian', 'Ryze']"
5932,"['Leblanc', 'Nidalee', 'Kindred']","['Caitlyn', 'Trundle', 'Ryze']"
5933,"['Caitlyn', 'Ryze', 'Nidalee']","['Kindred', 'Maokai', 'Lucian']"
5934,"['Maokai', 'Trundle', 'Lucian']","['Azir', 'Kindred', 'Nidalee']"
5935,"['Azir', 'Nidalee', 'AurelionSol']","['Alistar', 'Kindred', 'Ryze']"
5936,"['Trundle', 'Nidalee', 'Elise']","['Leblanc', 'Kindred', 'Ryze']"
5937,"['Trundle', 'Kindred', 'Leblanc']","['Ryze', 'Nidalee', 'Fizz']"
5938,"['Leblanc', 'Bard', 'Irelia']","['Trundle', 'Ryze', 'Vladimir']"
5939,"['Trundle', 'Kindred', 'Fizz']","['Ryze', 'Irelia', 'Jax']"
5940,"['Trundle', 'Kindred', 'Ryze']","['Leblanc', 'Bard', 'Fizz']"
5941,"['Leblanc', 'Vladimir', 'Trundle']","['Kindred', 'Ryze', 'Fizz']"
5942,"['Caitlyn', 'Swain', 'Trundle']","['Ryze', 'RekSai']"
5943,"['RekSai', 'Kindred', 'Ryze']","['Caitlyn', 'Trundle', 'Azir']"
5944,"['Caitlyn', 'Azir', 'Trundle']","['Ryze', 'RekSai', 'Swain']"
5945,"['Trundle', 'Fizz', 'Leblanc']","['Vladimir', 'Caitlyn', 'Ryze']"
5946,"['Caitlyn', 'Ryze', 'Azir']","['Trundle', 'Vladimir', 'Kindred']"
5947,"['Trundle', 'Azir', 'Fizz']","['Vladimir', 'Caitlyn', 'Ryze']"
5948,"['Swain', 'Maokai', 'Caitlyn']","['Trundle', 'Vladimir', 'Azir']"
5949,"['Trundle', 'Azir', 'Maokai']","['Vladimir', 'Ryze', 'Karma']"
5950,"['AurelionSol', 'Graves', 'Braum']","['Vladimir', 'RekSai', 'Ryze']"
5951,"['Trundle', 'Varus', 'Elise']","['Vladimir', 'AurelionSol', 'RekSai']"
5952,"['Irelia', 'Vladimir', 'Swain']","['Caitlyn', 'Leblanc', 'Nidalee']"
5953,"['Caitlyn', 'RekSai', 'Vladimir']","['Irelia', 'Swain', 'Karma']"
5954,"['RekSai', 'Irelia', 'Sivir']","['Caitlyn', 'Swain', 'Vladimir']"
5955,"['Caitlyn', 'Ashe', 'Swain']","['Sivir', 'RekSai', 'Vladimir']"
5956,"['Sivir', 'Irelia', 'Trundle']","['Caitlyn', 'Vladimir', 'Ashe']"
5957,"['Sivir', 'Ryze', 'TahmKench']","['Vladimir', 'Thresh', 'Viktor']"
5958,"['Caitlyn', 'Viktor', 'Trundle']","['Vladimir', 'TahmKench', 'Zyra']"
5959,"['Zyra', 'TahmKench', 'RekSai']","['Vladimir', 'Caitlyn', 'Kindred']"
5960,"['Leblanc', 'RekSai', 'Azir']","['Zilean', 'Vladimir', 'Ryze']"
5961,"['Vladimir', 'Karma', 'Ryze']","['Leblanc', 'Shen', 'Azir']"
5962,"['Ziggs', 'Malzahar', 'Darius', 'Taliyah', 'Jayce']","['Leblanc', 'Rengar', 'Camille', 'TahmKench', 'Maokai']"
5963,"['Camille', 'LeeSin', 'Malzahar', 'TahmKench', 'Cassiopeia']","['Leblanc', 'Rengar', 'Taliyah', 'Syndra', 'Darius']"
5964,"['Ekko', 'LeeSin', 'Malzahar', 'Jhin', 'Ashe']","['Leblanc', 'Camille', 'Jayce', 'Cassiopeia', 'Corki']"
5965,"['Jayce', 'Elise', 'Leblanc', 'Hecarim', 'Khazix']","['Rengar', 'Malzahar', 'Zyra', 'Poppy', 'Caitlyn']"
5966,"['Zyra', 'Malzahar', 'Rengar', 'Maokai', 'Caitlyn']","['Leblanc', 'Jayce', 'Camille', 'Jhin', 'Varus']"
5967,"['Maokai', 'Elise', 'Thresh', 'Malzahar', 'MissFortune']","['Leblanc', 'Rengar', 'Syndra', 'Ryze', 'RekSai']"
5968,"['Malzahar', 'Ryze', 'Camille', 'Soraka']","['Rengar', 'Leblanc', 'Thresh', 'Maokai', 'Nautilus']"
5969,"['Zyra', 'LeeSin', 'Jayce', 'Karma', 'MissFortune']","['Camille', 'Rengar', 'Leblanc', 'RekSai', 'Elise']"
5970,"['Ryze', 'Jayce', 'Corki', 'Orianna', 'Poppy']","['Leblanc', 'Rengar', 'Zyra', 'Ashe', 'Karma']"
5971,"['Zyra', 'LeeSin', 'Malzahar', 'Syndra', 'Velkoz']","['Ryze', 'Leblanc', 'Corki', 'Thresh']"
5972,"['Khazix', 'LeeSin', 'Camille', 'Syndra', 'TahmKench']","['Rengar', 'Elise', 'Leblanc', 'Corki', 'Shen']"
5973,"['Elise', 'Ryze', 'Varus', 'Corki', 'Shen']","['Leblanc', 'Rengar', 'Camille', 'Cassiopeia', 'Syndra']"
5974,"['Thresh', 'Ashe', 'Jhin', 'Singed', 'Poppy']","['Rengar', 'Leblanc', 'Camille', 'Corki', 'Cassiopeia']"
5975,"['Corki', 'Jayce', 'Camille', 'Syndra', 'MissFortune']","['Thresh', 'Leblanc', 'Rengar', 'Ekko', 'Taliyah']"
5976,"['Syndra', 'Corki', 'Jax', 'Rumble', 'Taliyah']","['Leblanc', 'Rengar', 'Camille', 'Maokai', 'Ekko']"
5977,"['Syndra', 'Corki', 'Jax', 'Jayce', 'Taliyah']","['Leblanc', 'Rengar', 'Camille', 'Maokai', 'Ekko']"
5978,"['Jayce', 'Varus', 'MissFortune', 'Fiora', 'Syndra']","['Leblanc', 'Rengar', 'Camille', 'Ryze', 'Corki']"
5979,"['Zyra', 'Khazix', 'Varus', 'Ashe', 'Ryze']","['Rengar', 'Camille', 'Leblanc', 'Fiora', 'Kennen']"
5980,"['Jayce', 'Varus', 'MissFortune', 'Poppy', 'Fiora']","['Leblanc', 'Camille', 'Malzahar', 'Kalista', 'Ashe']"
5981,"['Varus', 'Ryze', 'Corki', 'Thresh', 'Nami']","['Zyra', 'Malzahar', 'Maokai', 'Karma', 'MissFortune']"
5982,"['Zyra', 'Malzahar', 'Maokai', 'Poppy', 'TahmKench']","['Rengar', 'Ryze', 'Camille', 'Jhin', 'Ashe']"
5983,"['Ryze', 'Varus', 'Jayce', 'Cassiopeia', 'Syndra']","['Camille', 'Rengar', 'Leblanc', 'Gangplank', 'Shen']"
5984,"['Zyra', 'Jayce', 'Thresh', 'Gangplank', 'Shen']","['Leblanc', 'Rengar', 'Camille', 'Cassiopeia', 'Syndra']"
5985,"['Jayce', 'Corki', 'Leblanc', 'Jhin', 'Ashe']","['Camille', 'Ezreal', 'Rengar', 'TahmKench', 'Karma']"
5986,"['Malzahar', 'Camille', 'TahmKench', 'Khazix', 'Graves']","['Leblanc', 'Rengar', 'Jayce', 'Maokai']"
5987,"['Zyra', 'Malzahar', 'Varus', 'Poppy', 'Ryze']","['Leblanc', 'Camille', 'Rengar', 'Velkoz', 'Ashe']"
5988,"['Jayce', 'Zyra', 'Camille', 'Fiora', 'Maokai']","['Leblanc', 'Rengar', 'Malzahar', 'Ryze', 'Corki']"
5989,"['Varus', 'Khazix', 'Jhin', 'Leblanc', 'Graves']","['Camille', 'Rengar', 'Jayce', 'Rumble', 'Poppy']"
5990,"['Jayce', 'Syndra', 'Rumble', 'Poppy', 'Velkoz']","['Rengar', 'Leblanc', 'Camille', 'LeeSin', 'RekSai']"
5991,"['Ryze', 'Thresh', 'Khazix', 'RekSai', 'Singed']","['Camille', 'Leblanc', 'Rengar', 'LeeSin', 'Elise']"
5992,"['Zyra', 'Jayce', 'LeeSin', 'TahmKench', 'Graves']","['Rengar', 'Ryze', 'Khazix', 'Malzahar', 'RekSai']"
5993,"['Thresh', 'Zyra', 'Jayce', 'Ryze', 'Taliyah']","['Leblanc', 'Camille', 'Rengar', 'Cassiopeia', 'Orianna']"
