Match number,blueBans,redBans
5586,"['Kennen', 'Gragas', 'Lucian', 'Blitzcrank', 'Gnar']","['Caitlyn', 'Elise', 'Zac', 'Kalista', 'Tristana']"
5587,"['Thresh', 'Syndra', 'Galio', 'Shen', 'Leblanc']","['Zac', 'Elise', 'Gragas', 'Rumble', 'Kennen']"
5588,"['Braum', 'Gragas', 'RekSai', 'Camille', 'Renekton']","['Zac', 'Elise', 'Caitlyn', 'Tristana', 'Jhin']"
5589,"['Syndra', 'Leblanc', 'Jayce', 'Corki', 'Tristana']","['Zac', 'Galio', 'Caitlyn', 'Gnar', 'Camille']"
5590,"['Leblanc', 'Sejuani', 'Jayce', 'Maokai', 'Thresh']","['Caitlyn', 'Galio', 'Zac', 'Varus', 'Shen']"
5591,"['Taliyah', 'Galio', 'Chogath', 'KogMaw', 'Shen']","['Zac', 'Caitlyn', 'Jayce', 'Kalista', 'Xayah']"
5592,"['Caitlyn', 'Elise', 'RekSai', 'Gnar', 'Thresh']","['Zac', 'Jayce', 'Galio', 'Orianna', 'Syndra']"
5593,"['Galio', 'Braum', 'Cassiopeia', 'Xayah', 'KogMaw']","['Elise', 'Caitlyn', 'Jayce', 'Thresh', 'Gnar']"
5594,"['Gnar', 'Galio', 'Braum', 'Leblanc', 'Camille']","['Caitlyn', 'Zac', 'Kalista', 'Xayah', 'Jayce']"
5595,"['Kalista', 'Braum', 'Gragas', 'Jhin', 'Thresh']","['Galio', 'Caitlyn', 'Zac', 'Gnar', 'Camille']"
5596,"['Galio', 'Braum', 'Caitlyn', 'Syndra', 'Gnar']","['Zac', 'Elise', 'Morgana', 'Jayce', 'JarvanIV']"
5597,"['Taric', 'Braum', 'Caitlyn', 'Leblanc', 'Syndra']","['Zac', 'Galio', 'Khazix', 'Orianna', 'Gnar']"
5598,"['Jax', 'Leblanc', 'Jayce', 'Taric', 'Thresh']","['Zac', 'Chogath', 'Caitlyn', 'Jhin', 'Renekton']"
5599,"['Chogath', 'Braum', 'Orianna', 'Shen', 'Corki']","['Zac', 'Jayce', 'Caitlyn', 'Jax', 'Renekton']"
5600,"['Xayah', 'Elise', 'Jayce', 'Thresh', 'Blitzcrank']","['Zac', 'Jax', 'Braum', 'Morgana', 'Renekton']"
5601,"['Gragas', 'Jayce', 'Caitlyn', 'Sejuani', 'Shen']","['Zac', 'Jax', 'Elise', 'Kalista', 'Renekton']"
5602,"['Jax', 'Braum', 'Zac', 'Gnar', 'Renekton']","['Caitlyn', 'Jayce', 'Elise', 'Blitzcrank', 'Syndra']"
5603,"['Jax', 'Braum', 'Zac', 'Khazix', 'Blitzcrank']","['Caitlyn', 'Elise', 'Shen', 'Camille', 'Renekton']"
5604,"['Galio', 'Trundle', 'Caitlyn', 'Taliyah', 'Blitzcrank']","['Gragas', 'Zac', 'Syndra', 'Tristana', 'Jhin']"
5605,"['Galio', 'Trundle', 'Caitlyn', 'Blitzcrank', 'Rakan']","['Gragas', 'Zac', 'Jayce', 'Shen', 'Chogath']"
5606,"['Galio', 'Trundle', 'Caitlyn', 'Renekton', 'Leblanc']","['Gragas', 'Zac', 'Jayce', 'Shen', 'Syndra']"
5607,"['Galio', 'Trundle', 'JarvanIV', 'Chogath', 'Taliyah']","['Gragas', 'Zac', 'Caitlyn', 'Blitzcrank', 'Braum']"
5608,"['Galio', 'Trundle', 'JarvanIV', 'Chogath', 'Braum']","['Gragas', 'Zac', 'Caitlyn', 'Syndra', 'Jayce']"
5609,"['Elise', 'Morgana', 'Varus', 'Lulu', 'Janna']","['Orianna', 'Zac', 'Maokai', 'Cassiopeia', 'Taliyah']"
5610,"['Elise', 'Morgana', 'Varus', 'Lulu', 'Janna']","['Orianna', 'Zac', 'Maokai', 'Cassiopeia', 'Taliyah']"
5611,"['Elise', 'Corki', 'Jinx', 'Taric', 'Braum']","['Orianna', 'Zac', 'Maokai', 'Gragas', 'Chogath']"
5612,"['Elise', 'Corki', 'Jinx', 'Janna', 'Lulu']","['Orianna', 'Zac', 'Caitlyn', 'Shen', 'JarvanIV']"
5613,"['Evelynn', 'Zilean', 'Camille', 'Poppy', 'Nautilus']","['Khazix', 'Thresh', 'Fiora', 'Ryze', 'Caitlyn']"
5614,"['Thresh', 'Jayce', 'Maokai', 'Orianna', 'Katarina']","['Zilean', 'Camille', 'Evelynn', 'Hecarim', 'Zyra']"
5615,"['Rengar', 'Zyra', 'Corki', 'Cassiopeia', 'Katarina']","['Camille', 'Karma', 'Leblanc', 'Poppy', 'Nautilus']"
5616,"['Leblanc', 'Camille', 'Caitlyn', 'AurelionSol', 'Taliyah']","['Rengar', 'Malzahar', 'Corki', 'LeeSin', 'Elise']"
5617,"['Ryze', 'Varus', 'Fiora', 'Jayce', 'Trundle']","['RekSai', 'LeeSin', 'Camille', 'Olaf', 'Khazix']"
5618,"['RekSai', 'LeeSin', 'Karma', 'Syndra', 'Caitlyn']","['Ryze', 'Camille', 'Varus', 'Elise', 'Hecarim']"
5619,"['Camille', 'Malzahar', 'Fiora', 'Ryze']","['Poppy', 'Syndra', 'Leblanc', 'Jhin', 'Orianna']"
5620,"['Poppy', 'Zac', 'Cassiopeia', 'Syndra', 'Ashe']","['Camille', 'Rengar', 'Leblanc', 'Nocturne', 'Caitlyn']"
5621,"['Zyra', 'Karma', 'Leblanc', 'Elise', 'Thresh']","['Malzahar', 'Rengar', 'Camille', 'Trundle', 'Ivern']"
5622,"['Khazix', 'Rengar', 'Malzahar', 'LeeSin', 'Elise']","['Camille', 'Leblanc', 'Caitlyn', 'Poppy', 'Maokai']"
5623,"['Jhin', 'Fiora', 'Maokai', 'Poppy', 'Nautilus']","['RekSai', 'Camille', 'Leblanc', 'Zyra', 'Malzahar']"
5624,"['RekSai', 'Rengar', 'Syndra', 'Maokai', 'Jhin']","['Leblanc', 'Camille', 'Fiora', 'Trundle', 'Poppy']"
5625,"['Zyra', 'Ryze', 'Rengar', 'Leblanc', 'Maokai']","['Syndra', 'Karma', 'Camille', 'Ivern', 'Elise']"
5626,"['Karma', 'RekSai', 'Nautilus', 'Ryze', 'Corki']","['Zyra', 'Rengar', 'Malzahar', 'MissFortune', 'Alistar']"
5627,"['Zac', 'Fiora', 'Trundle', 'Caitlyn', 'Sivir']","['Leblanc', 'Camille', 'Syndra', 'Malzahar', 'Ashe']"
5628,"['Malzahar', 'Syndra', 'Camille', 'Zyra', 'MissFortune']","['Zac', 'RekSai', 'Ryze', 'Elise']"
5629,"['Corki', 'Zyra', 'Rengar', 'MissFortune', 'Karma']","['Camille', 'Leblanc', 'Fiora', 'Nautilus', 'Elise']"
5630,"['Syndra', 'Cassiopeia', 'Fiora', 'MissFortune', 'Maokai']","['Rengar', 'Camille', 'Leblanc', 'Nautilus', 'Zyra']"
5631,"['Nautilus', 'Poppy', 'Shen', 'Khazix', 'Caitlyn']","['Rengar', 'Leblanc', 'Ryze', 'Corki', 'Orianna']"
5632,"['Trundle', 'Zac', 'Ryze', 'Jhin', 'Ashe']","['Syndra', 'Camille', 'RekSai', 'Malzahar', 'Shen']"
5633,"['Leblanc', 'Rengar', 'Camille', 'Malzahar', 'Fiora']","['Trundle', 'Zac', 'Syndra', 'Maokai', 'Zyra']"
5634,"['Leblanc', 'Zyra', 'Rengar', 'Fiora', 'Maokai']","['Caitlyn', 'Khazix', 'Poppy', 'Orianna', 'Ryze']"
5635,"['Caitlyn', 'Khazix', 'Zyra', 'Nautilus', 'Fiora']","['Rengar', 'Leblanc', 'Camille', 'Corki']"
5636,"['RekSai', 'Zyra', 'Leblanc', 'Karma', 'Corki']","['Rengar', 'Ashe', 'Ryze', 'Malzahar', 'Syndra']"
5637,"['Khazix', 'Karma', 'Zyra', 'Syndra', 'Orianna']","['Rengar', 'Camille', 'Leblanc', 'Ashe', 'Caitlyn']"
5638,"['Zac', 'Ryze', 'Poppy', 'Maokai']","['Camille', 'Fiora', 'Leblanc', 'Cassiopeia', 'Corki']"
5639,"['Fiora', 'Jayce', 'Leblanc', 'Ryze', 'Corki']","['Rengar', 'Zac', 'Camille', 'MissFortune', 'Leona']"
5640,"['Malzahar', 'Khazix', 'Rengar', 'Elise', 'LeeSin']","['Camille', 'Caitlyn', 'Leblanc', 'Zilean', 'Rumble']"
5641,"['Caitlyn', 'Zilean', 'Syndra', 'Fiora', 'Poppy']","['MissFortune', 'Khazix', 'Rengar', 'Ryze', 'Cassiopeia']"
5642,"['Corki', 'Caitlyn', 'Varus', 'RekSai', 'Maokai']","['Camille', 'Rengar', 'Leblanc', 'Shen', 'Ryze']"
5643,"['Shen', 'Leblanc', 'Rengar', 'Zyra', 'Malzahar']","['Caitlyn', 'Camille', 'Khazix', 'Ivern', 'Trundle']"
5644,"['Rumble', 'Zac', 'RekSai', 'Cassiopeia', 'Corki']","['Camille', 'Rengar', 'Leblanc', 'Jayce', 'Katarina']"
5645,"['Malzahar', 'Zyra', 'Leblanc', 'Jayce', 'Fiora']","['Camille', 'Rengar', 'Khazix', 'Corki', 'Cassiopeia']"
5646,"['Darius', 'Corki', 'Khazix', 'Fiora', 'Trundle']","['Rengar', 'Camille', 'Leblanc', 'MissFortune', 'RekSai']"
5647,"['Syndra', 'Malzahar', 'Cassiopeia', 'Varus', 'Ashe']","['Camille', 'Leblanc', 'Karma', 'Darius', 'Fiora']"
5648,"['Caitlyn', 'Khazix', 'Rengar', 'RekSai', 'Ivern']","['Camille', 'Leblanc', 'Zyra', 'Malzahar', 'Ryze']"
5649,"['Ryze', 'Zyra', 'Leblanc', 'RekSai', 'Fiora']","['Camille', 'Rengar', 'Caitlyn', 'Jhin', 'Ezreal']"
5650,"['Khazix', 'Rengar', 'Leblanc', 'Ryze', 'Corki']","['Evelynn', 'Camille', 'Taliyah', 'Jhin', 'Ashe']"
5651,"['Caitlyn', 'Khazix', 'Syndra', 'Poppy', 'Maokai']","['Camille', 'Rengar', 'Leblanc', 'Ryze', 'RekSai']"
5652,"['Corki', 'Elise', 'Shen', 'Orianna', 'Jayce']","['Camille', 'Rengar', 'Khazix', 'Trundle', 'Poppy']"
5653,"['Malzahar', 'Jayce', 'Ivern', 'Poppy', 'Shen']","['Camille', 'Leblanc', 'Khazix', 'Zed', 'Rumble']"
5654,"['Ziggs', 'Talon', 'Zed', 'Fiora', 'Trundle']","['Camille', 'Rengar', 'Leblanc', 'Ekko', 'Jayce']"
5655,"['Jayce', 'Shen', 'Varus', 'Rumble', 'Trundle']","['Camille', 'Leblanc', 'Rengar', 'Caitlyn', 'Ashe']"
5656,"['Poppy', 'Malzahar', 'Leblanc', 'Graves', 'Ivern']","['Camille', 'Jayce', 'Khazix', 'Trundle', 'Rumble']"
5657,"['Zyra', 'Khazix', 'Karma', 'Shen', 'Maokai']","['Camille', 'Leblanc', 'Elise', 'Zilean', 'Ekko']"
5658,"['Malzahar', 'Rengar', 'Leblanc', 'Fiora', 'Syndra']","['Camille', 'Zyra', 'Jayce', 'Maokai', 'Shen']"
5659,"['Graves', 'RekSai', 'Camille', 'Fiora', 'Shen']","['Ryze', 'Zyra', 'Malzahar', 'Syndra']"
5660,"['Ryze', 'Zyra', 'Malzahar', 'Zed', 'Talon']","['Rengar', 'Camille', 'Khazix', 'Thresh', 'Ivern']"
5661,"['Shen', 'Khazix', 'Jhin', 'Caitlyn', 'Ezreal']","['Camille', 'Leblanc', 'Varus', 'Malzahar', 'Syndra']"
5662,"['Ivern', 'Malzahar', 'Jayce', 'Zyra', 'Leblanc']","['Camille', 'Rengar', 'Varus', 'Trundle', 'Rumble']"
5663,"['Jayce', 'Zyra', 'RekSai', 'Taliyah', 'Karma']","['Malzahar', 'Leblanc', 'Rengar', 'Jhin', 'Zed']"
5664,"['Malzahar', 'Fiora', 'Zyra', 'Zed', 'Ziggs']","['Jayce', 'Leblanc', 'Camille', 'Ryze', 'Taliyah']"
5665,"['Shen', 'Jayce', 'Khazix', 'Malzahar', 'Lulu']","['Rengar', 'Camille', 'Leblanc', 'Syndra', 'Ryze']"
5666,"['Zyra', 'Khazix', 'Rengar', 'Maokai', 'Poppy']","['Camille', 'Leblanc', 'Jayce', 'Corki', 'Shen']"
5667,"['Shen', 'Varus', 'Elise', 'Zyra', 'Malzahar']","['Ryze', 'Leblanc', 'Camille', 'Ivern', 'Zed']"
5668,"['Ryze', 'Jayce', 'Corki', 'Zed', 'Syndra']","['Shen', 'Leblanc', 'Maokai', 'Ivern', 'Elise']"
5669,"['Thresh', 'Rengar', 'Leblanc', 'Renekton', 'Corki']","['Ziggs', 'Varus', 'Khazix', 'Olaf', 'Evelynn']"
5670,"['Ziggs', 'Rumble', 'Olaf', 'Thresh', 'Nami']","['Leblanc', 'Jayce', 'Ivern', 'Corki', 'Orianna']"
5671,"['Rumble', 'Ziggs', 'Sivir', 'Ivern', 'Rengar']","['Camille', 'Varus', 'Graves', 'Shen', 'Gragas']"
5672,"['Zyra', 'Corki', 'Jhin', 'Shen', 'Gragas']","['Ziggs', 'Rumble', 'Varus', 'Camille', 'Gangplank']"
5673,"['Malzahar', 'Khazix', 'Zyra', 'Maokai', 'Camille']","['Ivern', 'Shen', 'Varus', 'Ashe', 'Caitlyn']"
5674,"['Shen', 'Camille', 'Jayce', 'Ivern', 'Elise']","['Varus', 'Leblanc', 'Khazix', 'Syndra', 'Cassiopeia']"
5675,"['Khazix', 'Jhin', 'Shen', 'Syndra', 'Azir']","['Ryze', 'Jayce', 'Camille', 'Zyra', 'Malzahar']"
5676,"['Ryze', 'Ivern', 'Jayce', 'Fiora', 'Camille']","['Varus', 'Shen', 'Khazix', 'Ekko', 'Corki']"
5677,"['Ivern', 'Rengar', 'Leblanc', 'Camille', 'Ryze']","['Shen', 'Varus', 'Jhin', 'Rumble', 'Malzahar']"
5678,"['Shen', 'Varus', 'Jhin', 'Camille', 'Fiora']","['Leblanc', 'Rengar', 'Caitlyn', 'Ryze', 'Corki']"
5679,"['Graves', 'Zyra', 'Ryze', 'Shen', 'Fiora']","['Ziggs', 'Varus', 'Camille', 'Syndra', 'Zed']"
5680,"['Ziggs', 'Ryze', 'Rumble', 'Shen', 'Syndra']","['Jayce', 'Camille', 'Graves', 'Gangplank', 'Leblanc']"
5681,"['Jayce', 'Ivern', 'Caitlyn', 'Syndra', 'Orianna']","['Cassiopeia', 'Varus', 'Khazix', 'Malzahar']"
5682,"['Cassiopeia', 'Ryze', 'Sivir', 'Syndra', 'Leblanc']","['Jayce', 'Ivern', 'Varus', 'Malzahar', 'Thresh']"
5683,"['Rumble', 'Ziggs', 'Jayce', 'Shen', 'Nautilus']","['Varus', 'Sivir', 'Karma', 'Ryze', 'Maokai']"
5684,"['Khazix', 'Renekton', 'Varus', 'Sivir', 'Ryze']","['Rumble', 'Jayce', 'Jax', 'Ivern', 'Olaf']"
5685,"['Malzahar', 'Ryze', 'Jayce', 'Fiora', 'Renekton']","['Varus', 'Leblanc', 'Khazix', 'Nami', 'Ekko']"
5686,"['Caitlyn', 'Ivern', 'Syndra', 'Renekton', 'Poppy']","['Graves', 'Leblanc', 'Zyra', 'Ryze', 'Karma']"
5687,"['Leblanc', 'Rengar', 'Fiora', 'Ekko', 'Jhin']","['Caitlyn', 'Varus', 'Ivern', 'Viktor', 'Syndra']"
5688,"['Rengar', 'Jhin', 'Varus', 'RekSai', 'Karma']","['Ziggs', 'Khazix', 'Jayce', 'Ryze', 'Zed']"
5689,"['Ziggs', 'Rumble', 'Fiora', 'Syndra', 'Zed']","['Graves', 'Varus', 'Jhin', 'Ezreal', 'Karma']"
5690,"['Ivern', 'Leblanc', 'Jayce', 'Renekton', 'Ryze']","['Varus', 'Rumble', 'Khazix', 'Karma', 'Cassiopeia']"
5691,"['Rumble', 'Fiora', 'Ziggs', 'Karma', 'Zed']","['Ivern', 'Leblanc', 'Jayce', 'Camille', 'Ryze']"
5692,"['TahmKench', 'Ivern', 'Rengar', 'Nautilus', 'Renekton']","['Camille', 'Leblanc', 'Cassiopeia', 'Fiora', 'Elise']"
5693,"['Cassiopeia', 'Leblanc', 'Camille', 'Elise', 'Fiora']","['Varus', 'Malzahar', 'Ryze', 'Zed', 'Shen']"
5694,"['Ryze', 'Rengar', 'Leblanc', 'Shen', 'Cassiopeia']","['Ivern', 'Varus', 'Camille', 'Jayce', 'Zed']"
5695,"['Ivern', 'Leblanc', 'Camille', 'Syndra', 'Rengar']","['Ryze', 'Varus', 'Khazix', 'Gnar', 'Shen']"
5696,"['Ziggs', 'Jayce', 'Fiora', 'Syndra', 'Zilean']","['Malzahar', 'Graves', 'Varus', 'Caitlyn', 'Sivir']"
5697,"['Malzahar', 'Leblanc', 'Camille', 'Fiora', 'Kennen']","['Ziggs', 'Varus', 'Jayce', 'Zilean', 'Shen']"
5698,"['Malzahar', 'Ryze', 'Khazix', 'Graves', 'Cassiopeia']","['Rengar', 'Leblanc', 'Varus', 'Karma', 'Syndra']"
5699,"['Camille', 'Elise', 'Zed', 'Syndra', 'Kassadin']","['Varus', 'Ryze', 'Rengar', 'Graves', 'Khazix']"
5700,"['Fiora', 'Azir', 'Leblanc', 'Poppy', 'Shen']","['Ryze', 'Graves', 'Jayce', 'Orianna', 'Cassiopeia']"
5701,"['Ziggs', 'Fiora', 'Ahri', 'Zilean', 'Karma']","['Graves', 'Camille', 'Varus', 'Syndra', 'Shen']"
5702,"['Graves', 'Ekko', 'Varus', 'Vladimir', 'Rengar']","['Ziggs', 'Fiora', 'Ahri', 'Lucian', 'Ivern']"
5703,"['Elise', 'Orianna', 'Ivern', 'Fiora', 'KogMaw']","['Khazix', 'Graves', 'Jayce', 'Karma', 'Ashe']"
5704,"['Khazix', 'Malzahar', 'Kassadin', 'Renekton', 'KogMaw']","['Elise', 'Lulu', 'Braum', 'Nami', 'Gragas']"
5705,"['Fiora', 'Renekton', 'Camille', 'Viktor', 'RekSai']","['Ivern', 'Lulu', 'Vladimir', 'Caitlyn', 'Shen']"
5706,"['Ivern', 'Caitlyn', 'Vladimir', 'Orianna', 'Syndra']","['Fiora', 'Rengar', 'Rumble', 'Talon', 'Zed']"
5707,"['Elise', 'Graves', 'Ivern', 'Syndra', 'Nautilus']","['Camille', 'Lulu', 'Vladimir', 'Shen', 'Renekton']"
5708,"['Caitlyn', 'Vladimir', 'Malzahar', 'Nami', 'Talon']","['Camille', 'Ivern', 'Lulu', 'Rumble', 'Ahri']"
5709,"['Ivern', 'Elise', 'Vladimir', 'Fiora', 'Syndra']","['Malzahar', 'Jayce', 'Ziggs', 'LeeSin', 'RekSai']"
5710,"['Malzahar', 'Ziggs', 'Camille', 'Nami', 'Irelia']","['Ivern', 'Vladimir', 'Lulu', 'Caitlyn', 'Syndra']"
5711,"['Fiora', 'Vladimir', 'Camille', 'Gragas', 'Syndra']","['Graves', 'Lulu', 'Caitlyn', 'Nami', 'Karma']"
5712,"['Caitlyn', 'Renekton', 'Shen', 'Malzahar', 'Nautilus']","['Fiora', 'Camille', 'Lulu', 'Lucian', 'Ashe']"
5713,"['Fiora', 'Caitlyn', 'Lulu', 'Renekton', 'Ahri']","['Lucian', 'Graves', 'Camille', 'Shen', 'Viktor']"
5714,"['Shen', 'Lucian', 'Malzahar', 'Renekton', 'Rumble']","['Fiora', 'Lulu', 'Camille', 'Caitlyn', 'Syndra']"
5715,"['Warwick', 'Rengar', 'Khazix', 'Elise', 'Shaco']","['Ivern', 'Camille', 'Ashe', 'Thresh', 'Zyra']"
5716,"['Blitzcrank', 'Thresh', 'Nautilus', 'Vladimir', 'Ahri']","['TahmKench', 'Sivir', 'Ezreal', 'Caitlyn', 'Ashe']"
5717,"['Malzahar', 'Shen', 'Ashe', 'Vladimir', 'Lucian']","['Caitlyn', 'Camille', 'Ivern', 'Fiora', 'Fizz']"
5718,"['Caitlyn', 'Camille', 'Ivern', 'Rumble', 'Syndra']","['Malzahar', 'Ashe', 'Shen', 'Zed', 'Vladimir']"
5719,"['Rumble', 'Fiora', 'Rengar', 'Shen', 'Ashe']","['Ahri', 'Lulu', 'Camille', 'Velkoz', 'Zilean']"
5720,"['Velkoz', 'Ahri', 'Camille', 'Syndra', 'Orianna']","['Fiora', 'Kalista', 'Caitlyn', 'Sivir', 'Lucian']"
5721,"['Rumble', 'Gragas', 'Ezreal', 'Karma', 'Thresh']","['Caitlyn', 'Ivern', 'Camille', 'Cassiopeia', 'Orianna']"
5722,"['Caitlyn', 'Ivern', 'Fizz', 'Ashe', 'Ezreal']","['Rumble', 'Lulu', 'Malzahar', 'Cassiopeia', 'Orianna']"
5723,"['Rengar', 'Graves', 'Shen', 'Rumble', 'Vladimir']","['Camille', 'Mordekaiser', 'Caitlyn', 'Khazix', 'Olaf']"
5724,"['Ezreal', 'Graves', 'Gragas', 'Orianna', 'Cassiopeia']","['Fiora', 'Rengar', 'Rumble', 'Talon', 'KogMaw']"
5725,"['Fiora', 'Rumble', 'Malzahar', 'Elise', 'Syndra']","['Rengar', 'Lulu', 'Graves', 'Orianna', 'Ahri']"
5726,"['Gragas', 'Lucian', 'Ezreal', 'Orianna', 'Vladimir']","['Fiora', 'Rumble', 'Rengar', 'Talon', 'Ashe']"
5727,"['Gragas', 'Graves', 'Camille', 'KogMaw', 'Lucian']","['Lulu', 'Caitlyn', 'Malzahar', 'Rumble', 'Nautilus']"
5728,"['Gragas', 'Graves', 'Camille', 'KogMaw', 'Lucian']","['Caitlyn', 'Lulu', 'Malzahar', 'Rumble', 'Orianna']"
5729,"['Caitlyn', 'Rengar', 'Shen', 'Vladimir', 'Malzahar']","['Gragas', 'Camille', 'Graves', 'Varus', 'Lucian']"
5730,"['Kennen', 'Ivern', 'Caitlyn', 'Syndra', 'Gragas']","['Karma', 'Lulu', 'Fiora', 'AurelionSol', 'Taliyah']"
5731,"['Kennen', 'Lulu', 'Karma', 'Lucian', 'AurelionSol']","['Ivern', 'Zac', 'Fiora', 'Orianna', 'Gangplank']"
5732,"['Leblanc', 'Rumble', 'Ahri', 'Cassiopeia', 'Ashe']","['Zac', 'Fiora', 'Ivern', 'Orianna', 'Syndra']"
5733,"['Zac', 'Fiora', 'Caitlyn', 'Vladimir', 'Orianna']","['Leblanc', 'Ahri', 'Cassiopeia', 'Gragas', 'Galio']"
5734,"['Zac', 'Ivern', 'Kennen', 'Ekko', 'Fizz']","['Leblanc', 'Ashe', 'Lucian', 'Renekton', 'Gnar']"
5735,"['Leblanc', 'Lucian', 'Fiora', 'Syndra', 'Fizz']","['Ivern', 'Kennen', 'Zac', 'Ekko', 'Cassiopeia']"
5736,"['LeeSin', 'Karma', 'Syndra', 'Kassadin', 'Orianna']","['Elise', 'Zac', 'Fiora', 'Fizz', 'Leblanc']"
5737,"['LeeSin', 'Zac', 'Fiora', 'Fizz', 'Caitlyn']","['Lulu', 'Ivern', 'Syndra', 'Orianna', 'Cassiopeia']"
5738,"['Zac', 'Caitlyn', 'LeeSin', 'Orianna', 'Taliyah']","['Galio', 'Ashe', 'Fiora', 'Varus', 'Syndra']"
5739,"['Galio', 'Ashe', 'LeeSin', 'Fiora', 'Kled']","['Zac', 'Ivern', 'Lulu', 'Nami', 'Syndra']"
5740,"['Leblanc', 'Ahri', 'LeeSin', 'Shen', 'Galio']","['Elise', 'Zac', 'Fiora', 'Karma', 'Zyra']"
5741,"['Zac', 'Fiora', 'Ivern', 'Gragas', 'Shen']","['Ahri', 'Leblanc', 'Ashe', 'Varus', 'Twitch']"
5742,"['Ivern', 'Galio', 'Karma', 'Syndra', 'Vladimir']","['Fiora', 'Zac', 'Kennen', 'Elise', 'Cassiopeia']"
5743,"['Fiora', 'Zac', 'TahmKench', 'Cassiopeia', 'Fizz']","['Ivern', 'Kled', 'Karma', 'Syndra', 'Orianna']"
5744,"['Syndra', 'Kennen', 'Galio', 'Elise', 'Lulu']","['KogMaw', 'Ivern', 'Xayah', 'Twitch', 'Leblanc']"
5745,"['Syndra', 'Kennen', 'KogMaw', 'Leblanc', 'Camille']","['Zac', 'Ivern', 'Fiora', 'LeeSin', 'Olaf']"
5746,"['Fiora', 'Leblanc', 'Lucian', 'Renekton', 'Syndra']","['Kennen', 'Galio', 'Zac', 'Xayah', 'Caitlyn']"
5747,"['Caitlyn', 'Thresh', 'Galio', 'Kled', 'Syndra']","['Fiora', 'Leblanc', 'Kennen', 'Cassiopeia', 'Orianna']"
5748,"['Zac', 'Kennen', 'Elise', 'Karma', 'Zyra']","['Syndra', 'LeeSin', 'Nidalee', 'Zed', 'Ahri']"
5749,"['Syndra', 'LeeSin', 'Nidalee', 'Zed', 'Ahri']","['Zac', 'Kennen', 'Cassiopeia', 'Lulu', 'Olaf']"
5750,"['Fiora', 'Thresh', 'Kennen', 'Gragas', 'LeeSin']","['Ivern', 'Galio', 'Zac', 'Syndra', 'Orianna']"
5751,"['Ivern', 'Elise', 'Galio', 'Ahri', 'Syndra']","['Fiora', 'Zac', 'Thresh', 'Zed', 'Ekko']"
5752,"['Ashe', 'Galio', 'Lucian', 'Braum', 'Syndra']","['Fiora', 'Zac', 'Ivern', 'Varus', 'Xayah']"
5753,"['Syndra', 'Elise', 'Kennen', 'Karma', 'Taliyah']","['Ashe', 'Zac', 'Galio', 'LeeSin', 'Gragas']"
5754,"['Galio', 'Ivern', 'Shen', 'Gragas', 'LeeSin']","['Fiora', 'Kennen', 'Zac', 'Syndra', 'Fizz']"
5755,"['Shen', 'Ivern', 'Caitlyn', 'Elise', 'Gragas']","['Lucian', 'Zac', 'Fiora', 'Renekton', 'Kennen']"
5756,"['Syndra', 'Fiora', 'Thresh', 'Kennen', 'JarvanIV']","['Shen', 'Ivern', 'Zac', 'Caitlyn', 'KogMaw']"
5757,"['Syndra', 'Thresh', 'Ahri', 'Leblanc', 'Cassiopeia']","['Fiora', 'Kennen', 'LeeSin', 'Viktor', 'Fizz']"
5758,"['Fiora', 'Kennen', 'Zac', 'Fizz', 'Cassiopeia']","['Galio', 'Elise', 'Syndra', 'Leblanc', 'Ahri']"
5759,"['Vladimir', 'Kled', 'Blitzcrank', 'JarvanIV', 'Syndra']","['Kennen', 'Fiora', 'Zac', 'Leblanc', 'Braum']"
5760,"['Elise', 'Caitlyn', 'LeeSin', 'Xayah', 'Syndra']","['Zac', 'Kennen', 'Fiora', 'Kled', 'Vladimir']"
5761,"['Syndra', 'Kennen', 'Fiora', 'Orianna', 'Leblanc']","['Elise', 'Zac', 'LeeSin', 'Taliyah', 'Gragas']"
5762,"['Gragas', 'LeeSin', 'Galio', 'Rengar', 'Ivern']","['Zac', 'Kennen', 'Fiora', 'Fizz', 'Leblanc']"
5763,"['LeeSin', 'Rumble', 'Fiora', 'Orianna', 'Ashe']","['Zac', 'Elise', 'Kennen', 'Renekton', 'Taliyah']"
5764,"['Syndra', 'Kennen', 'Olaf', 'Taliyah', 'Cassiopeia']","['Zac', 'LeeSin', 'Fiora', 'Thresh', 'Bard']"
5765,"['Fiora', 'Kennen', 'Orianna', 'TahmKench', 'Zyra']","['Shen', 'LeeSin', 'Zac', 'Kassadin', 'Caitlyn']"
5766,"['Shen', 'Elise', 'Caitlyn', 'Gragas', 'Gnar']","['Fiora', 'Zac', 'Kled', 'TahmKench', 'Thresh']"
5767,"['Thresh', 'Kled', 'Ivern', 'Kassadin', 'Gragas']","['Shen', 'Zac', 'LeeSin', 'Orianna', 'Taliyah']"
5768,"['Shen', 'Caitlyn', 'Orianna', 'Gragas', 'LeeSin']","['Kled', 'Zac', 'Vladimir', 'Kassadin', 'Ekko']"
5769,"['Thresh', 'Leblanc', 'Karma', 'Kennen', 'Kled']","['Zac', 'Fiora', 'Rakan', 'Orianna', 'Taliyah']"
5770,"['Fiora', 'Gragas', 'TahmKench', 'Ashe', 'Twitch']","['Zac', 'Elise', 'Caitlyn', 'Galio', 'Cassiopeia']"
